Year;RSCI;RSCI_TransposedTo60;RSCIRegion;Player;Draft;Drafted;PreDraftExperience;PickNumber;PickType;College;Team;StartYearNBA;EndYearNBA;YearsInTheLeague;WS;WSPerYear;PlayerLevel;DummyExpectedLevelPosition;OverUnderDraftedRating;RankDifferencesRSCIPick60Scale;RankAdjustementAbsolute
2006;69;41,4;3;Tweety Carter ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2006;54;32,4;2;Wayne Chism ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2006;79;47,4;3;William Graves ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2006;41;24,6;2;Willie Kemp ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2007;89;53,4;4;Brad Wanamaker ; ;0;6; ;5;University of Pittsburgh; ;2019;2019;1;1;1;2; ; ; ; 
2007;56;33,6;2;Chris Wright ; ;0;6; ;5;University of Dayton; ;2012;2014;3;,9;,3;1; ; ; ; 
2007;31;18,6;1;Chris Wright ; ;0;6; ;5;Georgetown University; ;2013;2013;1;0;0;1; ; ; ; 
2007;35;21;1;Kalin Lucas ; ;0;6; ;5;Michigan State University; ;2015;2019;5;0;0;1; ; ; ; 
2007;42;25,2;2;Manny Harris ; ;0;6; ;5;University of Michigan; ;2011;2017;7;,1;,0142857142857143;1; ; ; ; 
2007;83;49,8;4;Jeff Allen ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2007;97;58,2;4;Mamadou Diarra ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2007;38;22,8;1;Alex Legion ; ;0;6; ;5;Florida International University; ; ; ; ; ; ; ; ; ; ; 
2007;53;31,8;2;Alex Tyus ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2007;58;34,8;2;Anthony McClain ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
2007;14;8,4;0;Austin Freeman ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2007;79;47,4;3;Beas Hamga ; ;0;6; ;5;University of Alabama at Birmingham; ; ; ; ; ; ; ; ; ; ; 
2007;93;55,8;4;Brandon McGee ; ;0;6; ;5;Georgia State University; ; ; ; ; ; ; ; ; ; ; 
2007;69;41,4;3;Braxton Dupree ; ;0;6; ;5;Towson University; ; ; ; ; ; ; ; ; ; ; 
2007;59;35,4;2;Chace Stanback ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2007;40;24;1;Chris Allen ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2007;82;49,2;4;Clint Chapman ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2007;68;40,8;3;Corey Chandler ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
2007;21;12,6;1;Corey Fisher ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2007;26;15,6;1;Corey Stokes ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2007;75;45;3;Dallas Lauderdale ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2007;41;24,6;2;Dar Tucker ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
2007;95;57;4;Darnell Gant ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2007;65;39;3;Demetri McCamey ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2007;78;46,8;3;Dominique Sutton ; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2007;71;42,6;3;Dorenzo Hudson ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2007;30;18;1;Durrell Summers ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2007;72;43,2;3;Eddie Rios ; ;0;6; ;5;Texas State University; ; ; ; ; ; ; ; ; ; ; 
2007;90;54;4;Eli Holman ; ;0;6; ;5;University of Detroit Mercy; ; ; ; ; ; ; ; ; ; ; 
2007;29;17,4;1;Gary Johnson ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2007;84;50,4;4;George Goode ; ;0;6; ;5;Fairleigh Dickinson University; ; ; ; ; ; ; ; ; ; ; 
2007;77;46,2;3;Gus Gilchrist ; ;0;6; ;5;University of South Florida; ; ; ; ; ; ; ; ; ; ; 
2007;32;19,2;1;Herb Pope ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
2007;33;19,8;1;Jai Lucas ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2007;25;15;1;Jamelle Horne ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2007;76;45,6;3;Jason Henry ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2007;85;51;4;Jeff Brooks ; ;0;6; ;5;Pennsylvania State University; ; ; ; ; ; ; ; ; ; ; 
2007;66;39,6;3;Jeff Jones ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2007;48;28,8;2;Jeff Robinson ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
2007;81;48,6;4;Jeremy Price ; ;0;6; ;5;University of Georgia; ; ; ; ; ; ; ; ; ; ; 
2007;73;43,8;3;Julian Vaughn ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2007;80;48;3;Justin Burrell ; ;0;6; ;5;St. John's University; ; ; ; ; ; ; ; ; ; ; 
2007;37;22,2;1;Lacedarius Dunn ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2007;99;59,4;4;Leonard Washington ; ;0;6; ;5;University of Wyoming; ; ; ; ; ; ; ; ; ; ; 
2007;45;27;2;Mac Koshwal ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
2007;74;44,4;3;Malcolm Delaney ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2007;94;56,4;4;Martavius Adams ; ;0;6; ;5;Longwood University; ; ; ; ; ; ; ; ; ; ; 
2007;49;29,4;2;Matthew Bryan-Amaning ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2007;87;52,2;4;Maurice Miller ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2007;96;57,6;4;Mike Holmes ; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2007;67;40,2;3;Rakim Sanders ; ;0;6; ;5;Fairfield University; ; ; ; ; ; ; ; ; ; ; 
2007;86;51,6;4;Ravern Johnson ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2007;60;36;2;Rick Jackson ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2007;54;32,4;2;Rico Pickett ; ;0;6; ;5;Manhattan College; ; ; ; ; ; ; ; ; ; ; 
2007;50;30;2;Scoop Jardine ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2007;43;25,8;2;Scott Martin ; ;0;6; ;5;University of Notre Dame; ; ; ; ; ; ; ; ; ; ; 
2007;44;26,4;2;Senario Hillman ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2007;100;60;4;Steven Gray ; ;0;6; ;5;Gonzaga University; ; ; ; ; ; ; ; ; ; ; 
2007;27;16,2;1;Taylor King ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2007;64;38,4;3;Tracy Smith ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2007;91;54,6;4;Trevor Mbakwe ; ;0;6; ;5;University of Minnesota; ; ; ; ; ; ; ; ; ; ; 
2007;63;37,8;3;Tyrel Reed ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2007;98;58,8;4;Tyrone Shelley ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2008;51;30,6;2;Henry Sims ; ;0;6; ;5;Georgetown University; ;2013;2016;4;4,6;1,15;2; ; ; ; 
2008;17;10,2;0;JaMychal Green ; ;0;6; ;5;University of Alabama; ;2015;2019;5;14,2;2,84;2; ; ; ; 
2008;39;23,4;1;Tony Mitchell ; ;0;6; ;5;University of Alabama; ;2014;2014;1;,1;,1;1; ; ; ; 
2008;80;48;3;Courtney Fortson ; ;0;6; ;5;University of Arkansas; ;2012;2012;1;0;0;1; ; ; ; 
2008;21;12,6;1;DeQuan Jones ; ;0;6; ;5;University of Miami; ;2013;2013;1;,1;,1;1; ; ; ; 
2008;47;28,2;2;Kevin Jones ; ;0;6; ;5;West Virginia University; ;2013;2013;1;,2;,2;1; ; ; ; 
2008;4;2,4;0;Samardo Samuels ; ;0;6; ;5;University of Louisville; ;2011;2013;3;,6;,2;1; ; ; ; 
2008;29;17,4;1;Drew Gordon ; ;0;6; ;5;University of New Mexico; ;2015;2015;1;-,1;-,1;0; ; ; ; 
2008;44;26,4;2;Larry Drew ; ;0;6; ;5;University of California, Los Angeles; ;2015;2018;4;-,5;-,125;0; ; ; ; 
2008;11;6,6;0;Scotty Hopson ; ;0;6; ;5;University of Tennessee; ;2014;2018;5;-,1;-,02;0; ; ; ; 
2008;62;37,2;3;Jason Clark ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2008;52;31,2;2;John Riek ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2008;27;16,2;1;Rashanti Harris; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2008;76;45,6;3;Allan Chaney ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2008;54;32,4;2;Angel Garcia ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2008;83;49,8;4;Anthony Booker ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2008;100;60;4;Anthony Crater ; ;0;6; ;5;University of South Florida; ; ; ; ; ; ; ; ; ; ; 
2008;40;24;1;Anthony Jones ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2008;92;55,2;4;Cashmere Wright ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
2008;65;39;3;Catalin Baciu ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
2008;71;42,6;3;Chris Braswell ; ;0;6; ;5;University of North Carolina at Charlotte; ; ; ; ; ; ; ; ; ; ; 
2008;60;36;2;D.J. Seeley ; ;0;6; ;5;California State University, Fullerton; ; ; ; ; ; ; ; ; ; ; 
2008;82;49,2;4;David Loubeau ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
2008;10;6;0;Delvon Roe ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2008;99;59,4;4;Delwan Graham ; ;0;6; ;5;Jacksonville University; ; ; ; ; ; ; ; ; ; ; 
2008;97;58,2;4;Devoe Joseph ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2008;26;15,6;1;Eloy Vargas ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2008;68;40,8;3;Elston Turner ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
2008;43;25,8;2;Emmanuel Negedu ; ;0;6; ;5;University of New Mexico; ; ; ; ; ; ; ; ; ; ; 
2008;79;47,4;3;Erving Walker ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2008;93;55,8;4;Gregory Echenique ; ;0;6; ;5;Creighton University; ; ; ; ; ; ; ; ; ; ; 
2008;59;35,4;2;J'Covan Brown ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2008;25;15;1;J'Mison Morgan ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2008;101;60,6;4;Jared Berggren ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
2008;42;25,2;2;Jerime Anderson ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2008;48;28,8;2;Kenny Frease ; ;0;6; ;5;Xavier University; ; ; ; ; ; ; ; ; ; ; 
2008;35;21;1;Kenny Kadji ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2008;87;52,2;4;Korie Lucious ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2008;89;53,4;4;Matt Gatens ; ;0;6; ;5;University of Iowa; ; ; ; ; ; ; ; ; ; ; 
2008;78;46,8;3;Matt Simpkins ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2008;22;13,2;1;Michael Dunigan ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2008;32;19,2;1;Mike Rosario ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2008;46;27,6;2;Mookie Jones ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2008;85;51;4;Nasir Robinson ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2008;91;54,6;4;Nate Miles; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2008;88;52,8;4;Nick Williams ; ;0;6; ;5;University of Mississippi; ; ; ; ; ; ; ; ; ; ; 
2008;66;39,6;3;Olek Czyz ; ;0;6; ;5;University of Nevada, Reno; ; ; ; ; ; ; ; ; ; ; 
2008;94;56,4;4;Paul Williams ; ;0;6; ;5;University of Dayton; ; ; ; ; ; ; ; ; ; ; 
2008;90;54;4;Quintrell Thomas ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2008;64;38,4;3;Ralph Sampson ; ;0;6; ;5;University of Minnesota; ; ; ; ; ; ; ; ; ; ; 
2008;61;36,6;3;Ray Shipman ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2008;70;42;3;Renaldo Woolridge ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2008;45;27;2;Romero Osby ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2008;98;58,8;4;Roscoe Davis; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2008;86;51,6;4;Rotnei Clarke ; ;0;6; ;5;Butler University; ; ; ; ; ; ; ; ; ; ; 
2008;69;41,4;3;Scott Suggs ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2008;50;30;2;Sean Mosley ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
2008;72;43,2;3;Storm Warren ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
2008;33;19,8;1;Sylven Landesberg ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2008;74;44,4;3;Terrance Henry ; ;0;6; ;5;University of Mississippi; ; ; ; ; ; ; ; ; ; ; 
2008;53;31,8;2;Terrelle Pryor; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2008;57;34,2;2;Terrence Jennings ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2008;41;24,6;2;Tony Woods ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2008;49;29,4;2;Travis Releford ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2008;37;22,2;1;Ty Walker ; ;0;6; ;5;Wake Forest University; ; ; ; ; ; ; ; ; ; ; 
2008;38;22,8;1;Wesley Witherspoon ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2008;12;7,2;0;William Buford ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2008;55;33;2;Xavier Gibson ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2008;31;18,6;1;Yancy Gates ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
2009;76;45,6;3;Hollis Thompson ; ;0;6; ;5;Georgetown University; ;2014;2017;4;6,5;1,625;2; ; ; ; 
2009;93;55,8;4;Tony Mitchell ; ;0;6; ;5;University of Alabama; ;2014;2014;1;,1;,1;1; ; ; ; 
2009;49;29,4;2;Brandon Paul ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ;2018;2018;1;,5;,5;1; ; ; ; 
2009;37;22,2;1;David Wear ; ;0;6; ;5;University of California, Los Angeles; ;2015;2015;1;0;0;1; ; ; ; 
2009;23;13,8;1;Maalik Wayns ; ;0;6; ;5;Villanova University; ;2013;2014;2;-,3;-,15;0; ; ; ; 
2009;38;22,8;1;Travis Wear ; ;0;6; ;5;University of California, Los Angeles; ;2015;2018;4;-,1;-,025;0; ; ; ; 
2009;86;51,6;4;Devin Booker ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
2009;83;49,8;4;John Riek ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2009;95;57;4;Rashanti Harris; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2009;36;21,6;1;Aaric Murray ; ;0;6; ;5;Texas Southern University; ; ; ; ; ; ; ; ; ; ; 
2009;98;58,8;4;Aaron Dotson ; ;0;6; ;5;University of Utah; ; ; ; ; ; ; ; ; ; ; 
2009;11;6,6;0;Abdul Gaddy ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2009;81;48,6;4;Andrew Fitzgerald ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2009;82;49,2;4;Anthony Marshall ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2009;39;23,4;1;Ari Stewart ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2009;65;39;3;Brendan Lane ; ;0;6; ;5;Pepperdine University; ; ; ; ; ; ; ; ; ; ; 
2009;96;57,6;4;Cadarian Raines ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2009;97;58,2;4;Chris Colvin ; ;0;6; ;5;Arizona State University; ; ; ; ; ; ; ; ; ; ; 
2009;45;27;2;Christian Watford ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
2009;94;56,4;4;Clarence Trent ; ;0;6; ;5;Seattle University; ; ; ; ; ; ; ; ; ; ; 
2009;35;21;1;D.J. Richardson ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2009;77;46,2;3;Dalton Pepper ; ;0;6; ;5;Temple University; ; ; ; ; ; ; ; ; ; ; 
2009;13;7,8;0;Dante Taylor ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2009;85;51;4;DaShonte Riley ; ;0;6; ;5;Eastern Michigan University; ; ; ; ; ; ; ; ; ; ; 
2009;88;52,8;4;Derrick Nix ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2009;80;48;3;Deshawn Painter ; ;0;6; ;5;Old Dominion University; ; ; ; ; ; ; ; ; ; ; 
2009;24;14,4;1;Dexter Strickland ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2009;19;11,4;0;Dominic Cheek ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2009;90;54;4;Donnavan Kirk ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2009;33;19,8;1;Durand Scott ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2009;25;15;1;Elijah Johnson ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2009;67;40,2;3;Erik Williams ; ;0;6; ;5;Sam Houston State University; ; ; ; ; ; ; ; ; ; ; 
2009;66;39,6;3;Isaiah Armwood ; ;0;6; ;5;George Washington University; ; ; ; ; ; ; ; ; ; ; 
2009;50;30;2;Jamal Coombs-McDaniel ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2009;40;24;1;Jamil Wilson ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2009;73;43,8;3;Jeronne Maymon ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2009;64;38,4;3;Jon Hood ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2009;75;45;3;Jordan Hulls ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
2009;47;28,2;2;Junior Cadougan ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2009;78;46,8;3;Kammeon Holsey ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2009;63;37,8;3;Karron Johnson; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2009;89;53,4;4;Keith Clanton ; ;0;6; ;5;University of Central Florida; ; ; ; ; ; ; ; ; ; ; 
2009;9;5,4;0;Kenny Boynton ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2009;62;37,2;3;Kenny Hall ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2009;53;31,8;2;Kyryl Natyazhko ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2009;74;44,4;3;Lakeem Jackson ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
2009;44;26,4;2;Leslie McDonald ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2009;72;43,2;3;Marshawn Powell ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2009;58;34,8;2;Maurice Creek ; ;0;6; ;5;George Washington University; ; ; ; ; ; ; ; ; ; ; 
2009;34;20,4;1;Mfon Udofia ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2009;17;10,2;0;Michael Snaer ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2009;57;34,2;2;Mike Moser ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2009;21;12,6;1;Milton Jennings ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
2009;84;50,4;4;MoMo Jones ; ;0;6; ;5;Iona College; ; ; ; ; ; ; ; ; ; ; 
2009;12;7,2;0;Mouphtaou Yarou ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2009;42;25,2;2;Noel Johnson ; ;0;6; ;5;Auburn University; ; ; ; ; ; ; ; ; ; ; 
2009;41;24,6;2;Nolan Dennis ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2009;54;32,4;2;Rakeem Buckles ; ;0;6; ;5;Florida International University; ; ; ; ; ; ; ; ; ; ; 
2009;51;30,6;2;Ray Penn ; ;0;6; ;5;Texas Southern University; ; ; ; ; ; ; ; ; ; ; 
2009;70;42;3;Reginald Buckner ; ;0;6; ;5;University of Mississippi; ; ; ; ; ; ; ; ; ; ; 
2009;7;4,2;0;Renardo Sidney ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2009;60;36;2;Richard Howell ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2009;69;41,4;3;Roberto Nelson ; ;0;6; ;5;Oregon State University; ; ; ; ; ; ; ; ; ; ; 
2009;46;27,6;2;Rodney Williams ; ;0;6; ;5;University of Minnesota; ; ; ; ; ; ; ; ; ; ; 
2009;71;42,6;3;Roger Franklin ; ;0;6; ;5;University of North Texas; ; ; ; ; ; ; ; ; ; ; 
2009;55;33;2;Shawn Williams ; ;0;6; ;5;Southern Methodist University; ; ; ; ; ; ; ; ; ; ; 
2009;87;52,2;4;Talib Zanna ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2009;59;35,4;2;Terrell Vinson ; ;0;6; ;5;University of Massachusetts Amherst; ; ; ; ; ; ; ; ; ; ; 
2009;10;6;0;Tiny Gallon ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2009;30;18;1;Tommy Mason-Griffin ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2009;68;40,8;3;Tristan Spurlock ; ;0;6; ;5;University of Central Florida; ; ; ; ; ; ; ; ; ; ; 
2009;15;9;0;Wally Judge ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
2009;61;36,6;3;Zeke Marshall ; ;0;6; ;5;University of Akron; ; ; ; ; ; ; ; ; ; ; 
2010;59;35,4;2;Tarik Black ; ;0;6; ;5;University of Kansas; ;2015;2018;4;7,7;1,925;2; ; ; ; 
2010;99;59,4;4;Alex Kirk ; ;0;6; ;5;University of New Mexico; ;2015;2015;1;0;0;1; ; ; ; 
2010;82;49,2;4;Bryce Dejean-Jones ; ;0;6; ;5;Iowa State University; ;2016;2016;1;,2;,2;1; ; ; ; 
2010;89;53,4;4;Jarell Eddie ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ;2016;2018;3;,2;,0666666666666667;1; ; ; ; 
2010;63;37,8;3;Jordan Sibert ; ;0;6; ;5;University of Dayton; ;2019;2019;1;0;0;1; ; ; ; 
2010;43;25,8;2;Okaro White ; ;0;6; ;5;Florida State University; ;2017;2019;3;,8;,266666666666667;1; ; ; ; 
2010;41;24,6;2;Phil Pressey ; ;0;6; ;5;University of Missouri; ;2014;2016;3;,8;,266666666666667;1; ; ; ; 
2010;34;20,4;1;Keith Appling ; ;0;6; ;5;Michigan State University; ;2016;2016;1;-,1;-,1;0; ; ; ; 
2010;48;28,8;2;Vander Blue ; ;0;6; ;5;Marquette University; ;2014;2018;5;-,4;-,08;0; ; ; ; 
2010;58;34,8;2;James Johnson ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2010;37;22,2;1;Justin Coleman ; ;0;6; ;5;Marshall University; ; ; ; ; ; ; ; ; ; ; 
2010;73;43,8;3;Bruce Ellington ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
2010;98;58,8;4;C.J. Aiken ; ;0;6; ;5;Saint Joseph's University; ; ; ; ; ; ; ; ; ; ; 
2010;96;57,6;4;C.J. Fair ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2010;12;7,2;0;C.J. Leslie ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2010;36;21,6;1;Cameron Clark ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2010;66;39,6;3;Carson Desrosiers ; ;0;6; ;5;Providence College; ; ; ; ; ; ; ; ; ; ; 
2010;52;31,2;2;Casey Prather ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2010;88;52,8;4;Cody Larson ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2010;76;45,6;3;Crandall Head ; ;0;6; ;5;Southern Methodist University; ; ; ; ; ; ; ; ; ; ; 
