Year;RSCI;RSCI_TransposedTo60;RSCIRegion;Player;Draft;Drafted;PreDraftExperience;PickNumber;PickType;College;Team;StartYearNBA;EndYearNBA;YearsInTheLeague;WS;WSPerYear;PlayerLevel;DummyExpectedLevelPosition;OverUnderDraftedRating;RankDifferencesRSCIPick60Scale;RankAdjustementAbsolute
2011;30;18;1;Jahii Carson ; ;0;6; ;5;Arizona State University; ; ; ; ; ; ; ; ; ; ; 
2011;52;31,2;2;Jamal Branch ; ;0;6; ;5;St. John's University; ; ; ; ; ; ; ; ; ; ; 
2011;70;42;3;Jonathan Holmes ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2011;84;50,4;4;Joseph Uchebo ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2011;14;8,4;0;Josiah Turner ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2011;81;48,6;4;Juan Anderson ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2011;72;43,2;3;Julian Royal ; ;0;6; ;5;George Mason University; ; ; ; ; ; ; ; ; ; ; 
2011;68;40,8;3;Julien Lewis ; ;0;6; ;5;California State University, Fresno; ; ; ; ; ; ; ; ; ; ; 
2011;95;57;4;Kedren Johnson ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2011;75;45;3;Kevin Ware ; ;0;6; ;5;Georgia State University; ; ; ; ; ; ; ; ; ; ; 
2011;44;26,4;2;LaQuinton Ross ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2011;8;4,8;0;Le'Bryan Nash ; ;0;6; ;5;Oklahoma State University; ; ; ; ; ; ; ; ; ; ; 
2011;29;17,4;1;Levi Randolph ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2011;74;44,4;3;Malcolm Gilbert ; ;0;6; ;5;Fairfield University; ; ; ; ; ; ; ; ; ; ; 
2011;55;33;2;Michael Chandler ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2011;98;58,8;4;Mikael Hopkins ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2011;65;39;3;Mike Shaw ; ;0;6; ;5;Bradley University; ; ; ; ; ; ; ; ; ; ; 
2011;13;7,8;0;Myck Kabongo ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2011;82;49,2;4;Myles Mack ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
2011;91;54,6;4;Naadir Tharpe ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2011;43;25,8;2;Nick Faust ; ;0;6; ;5;California State University, Long Beach; ; ; ; ; ; ; ; ; ; ; 
2011;78;46,8;3;Nnanna Egwu ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2011;51;30,6;2;Norvel Pelle; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2011;42;25,2;2;Rashad Madden ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2011;87;52,2;4;Robert Brown ; ;0;6; ;5;University of Alabama at Birmingham; ; ; ; ; ; ; ; ; ; ; 
2011;90;54;4;Rodney Cooper ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2011;64;38,4;3;Ryan Boatright ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2011;46;27,6;2;Sam Thompson ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2011;32;19,2;1;Shannon Scott ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2011;93;55,8;4;Shaquille Thomas ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
2011;89;53,4;4;Sidiki Johnson ; ;0;6; ;5;Providence College; ; ; ; ; ; ; ; ; ; ; 
2011;69;41,4;3;Tracy Abrams ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2011;79;47,4;3;Trevor Cooney ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2011;36;21,6;1;Trevor Lacey ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2011;80;48;3;Tyler Adams ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2011;56;33,6;2;Tyrone Johnson ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
2011;26;15,6;1;Wayne Blackshear ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2011;58;34,8;2;Zach Price ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2012;55;33;2;Ryan Arcidiacono ; ;0;6; ;5;Villanova University; ;2018;2019;2;4;2;2; ; ; ; 
2012;25;15;1;Yogi Ferrell ; ;0;6; ;5;Indiana University; ;2017;2019;3;6,8;2,26666666666667;2; ; ; ; 
2012;81;48,6;4;Alex Caruso ; ;0;6; ;5;Texas A&M University; ;2018;2019;2;1,5;,75;1; ; ; ; 
2012;8;4,8;0;Alex Poythress ; ;0;6; ;5;University of Kentucky; ;2017;2019;3;1;,333333333333333;1; ; ; ; 
2012;21;12,6;1;Amile Jefferson ; ;0;6; ;5;Duke University; ;2019;2019;1;,4;,4;1; ; ; ; 
2012;45;27;2;Daniel Ochefu ; ;0;6; ;5;Villanova University; ;2017;2017;1;0;0;1; ; ; ; 
2012;29;17,4;1;Danuel House ; ;0;6; ;5;Texas A&M University; ;2017;2019;3;2,9;,966666666666667;1; ; ; ; 
2012;79;47,4;3;JaKarr Sampson ; ;0;6; ;5;St. John's University; ;2015;2019;5;2;,4;1; ; ; ; 
2012;91;54,6;4;Marcus Georges-Hunt ; ;0;6; ;5;Georgia Institute of Technology; ;2017;2018;2;,3;,15;1; ; ; ; 
2012;87;52,2;4;Matt Costello ; ;0;6; ;5;Michigan State University; ;2018;2018;1;,1;,1;1; ; ; ; 
2012;92;55,2;4;Mike Tobey ; ;0;6; ;5;University of Virginia; ;2017;2017;1;0;0;1; ; ; ; 
2012;52;31,2;2;Andrew White ; ;0;6; ;5;Syracuse University; ;2018;2018;1;-,1;-,1;0; ; ; ; 
2012;17;10,2;0;Rodney Purvis ; ;0;6; ;5;University of Connecticut; ;2018;2018;1;-,3;-,3;0; ; ; ; 
2012;100;60;4;Aaron Thomas ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2012;94;56,4;4;Anthony January; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2012;42;25,2;2;Adam Woodbury ; ;0;6; ;5;University of Iowa; ; ; ; ; ; ; ; ; ; ; 
2012;90;54;4;Arnaud William Adala Moto ; ;0;6; ;5;Towson University; ; ; ; ; ; ; ; ; ; ; 
2012;15;9;0;Brandon Ashley ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2012;54;32,4;2;Braxton Ogbueze ; ;0;6; ;5;University of North Carolina at Charlotte; ; ; ; ; ; ; ; ; ; ; 
2012;46;27,6;2;Cameron Biedscheid ; ;0;6; ;5;Jacksonville State University; ; ; ; ; ; ; ; ; ; ; 
2012;14;8,4;0;Cameron Ridley ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2012;69;41,4;3;Chris Obekpa ; ;0;6; ;5;St. John's University; ; ; ; ; ; ; ; ; ; ; 
2012;75;45;3;Codi Miller-McIntyre ; ;0;6; ;5;Wake Forest University; ; ; ; ; ; ; ; ; ; ; 
2012;37;22,2;1;D'Vauntes Smith-Rivera ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2012;18;10,8;0;Dajuan Coleman ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2012;64;38,4;3;Danrad Knowles ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
2012;22;13,2;1;Devonta Pollard ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
2012;56;33,6;2;Dominic Artis ; ;0;6; ;5;University of Texas at El Paso; ; ; ; ; ; ; ; ; ; ; 
2012;61;36,6;3;Elijah Macon ; ;0;6; ;5;West Virginia University; ; ; ; ; ; ; ; ; ; ; 
2012;74;44,4;3;Evan Nolte ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2012;47;28,2;2;Gabe York ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2012;97;58,2;4;Grant Verhoeven ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
2012;50;30;2;Hanner Mosquera-Perea ; ;0;6; ;5;East Tennessee State University; ; ; ; ; ; ; ; ; ; ; 
2012;3;1,8;0;Isaiah Austin ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2012;65;39;3;J'Mychal Reese ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
2012;63;37,8;3;James Robinson ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2012;80;48;3;Javan Felix ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2012;44;26,4;2;Jeremy Hollowell ; ;0;6; ;5;Georgia State University; ; ; ; ; ; ; ; ; ; ; 
2012;58;34,8;2;Joel James ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2012;98;58,8;4;Jordan Loveridge ; ;0;6; ;5;University of Utah; ; ; ; ; ; ; ; ; ; ; 
2012;70;42;3;Jordan Price ; ;0;6; ;5;La Salle University; ; ; ; ; ; ; ; ; ; ; 
2012;51;30,6;2;Josh Scott ; ;0;6; ;5;University of Colorado; ; ; ; ; ; ; ; ; ; ; 
2012;7;4,2;0;Kaleb Tarczewski ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2012;36;21,6;1;Katin Reinhardt ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2012;96;57,6;4;Kellen Dunham ; ;0;6; ;5;Butler University; ; ; ; ; ; ; ; ; ; ; 
2012;99;59,4;4;Kenny Kaminski ; ;0;6; ;5;Ohio University; ; ; ; ; ; ; ; ; ; ; 
2012;66;39,6;3;L.J. Rose ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
2012;84;50,4;4;Melvin Johnson ; ;0;6; ;5;Virginia Commonwealth University; ; ; ; ; ; ; ; ; ; ; 
2012;86;51,6;4;Michael Frazier ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2012;88;52,8;4;Mike Gesell ; ;0;6; ;5;University of Iowa; ; ; ; ; ; ; ; ; ; ; 
2012;60;36;2;Montay Brandon ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2012;39;23,4;1;Omar Calhoun ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2012;31;18,6;1;Perry Ellis ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2012;62;37,2;3;Prince Ibeh ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2012;12;7,2;0;Rasheed Sulaimon ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
2012;32;19,2;1;Rico Gathers ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2012;30;18;1;Robert Carter ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
2012;53;31,8;2;Robert Upshaw ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2012;93;55,8;4;Ronnie Johnson ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
2012;73;43,8;3;Rosco Allen ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
2012;82;49,2;4;Savon Goodman ; ;0;6; ;5;Arizona State University; ; ; ; ; ; ; ; ; ; ; 
2012;35;21;1;Shaq Goodwin ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2012;34;20,4;1;Shaquille Cleare ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2012;83;49,8;4;Steve Taylor ; ;0;6; ;5;University of Toledo; ; ; ; ; ; ; ; ; ; ; 
2012;24;14,4;1;Tony Parker ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2012;72;43,2;3;Torian Graham ; ;0;6; ;5;Arizona State University; ; ; ; ; ; ; ; ; ; ; 
2012;43;25,8;2;Tyler Lewis ; ;0;6; ;5;Butler University; ; ; ; ; ; ; ; ; ; ; 
2012;33;19,8;1;Winston Shepard ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2012;67;40,2;3;Xavier Johnson ; ;0;6; ;5;University of Colorado; ; ; ; ; ; ; ; ; ; ; 
2013;42;25,2;2;Johnathan Williams ; ;0;6; ;5;Gonzaga University; ;2019;2019;1;1;1;2; ; ; ; 
2013;45;27;2;Christian Wood ; ;0;6; ;5;University of Nevada, Las Vegas; ;2016;2019;4;1,4;,35;1; ; ; ; 
2013;54;32,4;2;Deonte Burton ; ;0;6; ;5;Iowa State University; ;2019;2019;1;,1;,1;1; ; ; ; 
2013;44;26,4;2;Derrick Walton ; ;0;6; ;5;University of Michigan; ;2018;2018;1;,4;,4;1; ; ; ; 
2013;14;8,4;0;Isaiah Hicks ; ;0;6; ;5;University of North Carolina; ;2018;2019;2;,1;,05;1; ; ; ; 
2013;51;30,6;2;Troy Williams ; ;0;6; ;5;Indiana University; ;2017;2019;3;1,3;,433333333333333;1; ; ; ; 
2013;13;7,8;0;Wayne Selden ; ;0;6; ;5;University of Kansas; ;2017;2019;3;,1;,0333333333333333;1; ; ; ; 
2013;6;3,6;0;Aaron Harrison ; ;0;6; ;5;University of Kentucky; ;2016;2018;3;-,1;-,0333333333333333;0; ; ; ; 
2013;74;44,4;3;Tim Quarterman ; ;0;6; ;5;Louisiana State University; ;2017;2018;2;-,1;-,05;0; ; ; ; 
2013;43;25,8;2;Xavier Rathan-Mayes ; ;0;6; ;5;Florida State University; ;2018;2018;1;-,4;-,4;0; ; ; ; 
2013;95;57;4;Anthony January; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2013;98;58,8;4;Brandon Randolph ; ;0;6; ;5;Utah Valley State College; ; ; ; ; ; ; ; ; ; ; 
2013;68;40,8;3;Detrick Mostella ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2013;30;18;1;JaJuan Johnson ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2013;88;52,8;4;Akoy Agau ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2013;62;37,2;3;Allerik Freeman ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2013;24;14,4;1;Anthony 'Cat' Barber ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2013;50;30;2;Anton Gill ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2013;85;51;4;Aquille Carr; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2013;20;12;0;Austin Nichols ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2013;64;38,4;3;Beejay Anya ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2013;48;28,8;2;Brandon Austin; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2013;36;21,6;1;Brannen Greene ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2013;79;47,4;3;Bronson Koenig ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
2013;84;50,4;4;Bryson Scott ; ;0;6; ;5;Indiana University-Purdue University Fort Wayne; ; ; ; ; ; ; ; ; ; ; 
2013;7;4,2;0;Chris Walker ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2013;40;24;1;Conner Frankamp ; ;0;6; ;5;Wichita State University; ; ; ; ; ; ; ; ; ; ; 
2013;92;55,2;4;Dakarai Allen ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2013;55;33;2;Devin Williams ; ;0;6; ;5;West Virginia University; ; ; ; ; ; ; ; ; ; ; 
2013;83;49,8;4;Dominic Woodson ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2013;59;35,4;2;Duane Wilson ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2013;39;23,4;1;Eric Mika ; ;0;6; ;5;Brigham Young University; ; ; ; ; ; ; ; ; ; ; 
2013;19;11,4;0;Isaac Hamilton ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2013;58;34,8;2;Ish Wainright ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2013;25;15;1;Jermaine Lawrence ; ;0;6; ;5;Manhattan College; ; ; ; ; ; ; ; ; ; ; 
2013;67;40,2;3;Jimmie Taylor ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2013;60;36;2;John Egbunu ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2013;76;45,6;3;Kam Williams ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2013;65;39;3;Karviar Shepherd ; ;0;6; ;5;Texas Christian University; ; ; ; ; ; ; ; ; ; ; 
2013;11;6,6;0;Kasey Hill ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2013;27;16,2;1;Keith Frazier ; ;0;6; ;5;Southern Methodist University; ; ; ; ; ; ; ; ; ; ; 
2013;63;37,8;3;Kendall Stephens ; ;0;6; ;5;Purdue University; ; ; ; ; ; ; ; ; ; ; 
2013;57;34,2;2;Kendrick Nunn ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2013;56;33,6;2;Kennedy Meeks ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2013;90;54;4;Kentan Facey ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2013;78;46,8;3;Kris Jenkins ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2013;31;18,6;1;Kuran Iverson ; ;0;6; ;5;University of Rhode Island; ; ; ; ; ; ; ; ; ; ; 
2013;99;59,4;4;Kyle Washington ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
2013;71;42,6;3;Luke Fischer ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2013;70;42;3;Malcolm Hill ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2013;80;48;3;Mamadou Ndiaye ; ;0;6; ;5;University of California, Irvine; ; ; ; ; ; ; ; ; ; ; 
2013;66;39,6;3;Marc Loving ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2013;96;57,6;4;Marcus Allen ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
2013;18;10,8;0;Marcus Lee ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2013;81;48,6;4;Markel Crawford ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2013;34;20,4;1;Matt Jones ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
2013;52;31,2;2;Matt Thomas ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2013;86;51,6;4;Michael Young ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2013;47;28,2;2;Moses Kingsley ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2013;93;55,8;4;Nate Britt ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2013;69;41,4;3;Nick Emery ; ;0;6; ;5;Brigham Young University; ; ; ; ; ; ; ; ; ; ; 
2013;41;24,6;2;Nick King ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2013;97;58,2;4;Pookie Powell ; ;0;6; ;5;La Salle University; ; ; ; ; ; ; ; ; ; ; 
2013;75;45;3;Reggie Cameron ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2013;22;13,2;1;Robert Hubbs ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2013;46;27,6;2;Roddy Peters ; ;0;6; ;5;University of South Florida; ; ; ; ; ; ; ; ; ; ; 
2013;26;15,6;1;Rysheed Jordan ; ;0;6; ;5;St. John's University; ; ; ; ; ; ; ; ; ; ; 
2013;61;36,6;3;Stanford Robinson ; ;0;6; ;5;University of Rhode Island; ; ; ; ; ; ; ; ; ; ; 
2013;72;43,2;3;Stevie Clark ; ;0;6; ;5;Oklahoma State University; ; ; ; ; ; ; ; ; ; ; 
2013;100;60;4;Tre'Shaun Fletcher ; ;0;6; ;5;University of Colorado; ; ; ; ; ; ; ; ; ; ; 
2013;37;22,2;1;Tyler Roberson ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2013;77;46,2;3;V.J. Beachem ; ;0;6; ;5;University of Notre Dame; ; ; ; ; ; ; ; ; ; ; 
2013;87;52,2;4;Wes Clark ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2013;29;17,4;1;Zak Irvin ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
2013;91;54,6;4;Zena Edosomwan ; ;0;6; ;5;Harvard University; ; ; ; ; ; ; ; ; ; ; 
2014;42;25,2;2;Angel Delgado ; ;0;6; ;5;Seton Hall University; ;2019;2019;1;0;0;1; ; ; ; 
2014;49;29,4;2;Chris Chiozza ; ;0;6; ;5;University of Florida; ;2019;2019;1;0;0;1; ; ; ; 
2014;4;2,4;0;Cliff Alexander ; ;0;6; ;5;University of Kansas; ;2016;2016;1;0;0;1; ; ; ; 
2014;20;12;0;Devin Robinson ; ;0;6; ;5;University of Florida; ;2018;2019;2;,4;,2;1; ; ; ; 
2014;81;48,6;4;Donte Grantham ; ;0;6; ;5;Clemson University; ;2019;2019;1;0;0;1; ; ; ; 
2014;15;9;0;Theo Pinson ; ;0;6; ;5;University of North Carolina; ;2019;2019;1;0;0;1; ; ; ; 
2014;68;40,8;3;Jared Terrell ; ;0;6; ;5;University of Rhode Island; ;2019;2019;1;-,3;-,3;0; ; ; ; 
2014;99;59,4;4;Detrick Mostella ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2014;72;43,2;3;Justin Coleman ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2014;45;27;2;Abdul-Malik Abu ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2014;61;36,6;3;Ahmed Hill ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2014;58;34,8;2;Alex Robinson ; ;0;6; ;5;Texas Christian University; ; ; ; ; ; ; ; ; ; ; 
2014;83;49,8;4;B.J. Stith ; ;0;6; ;5;Old Dominion University; ; ; ; ; ; ; ; ; ; ; 
2014;31;18,6;1;Brandone Francis ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2014;57;34,2;2;Brekkott Chapman ; ;0;6; ;5;University of Utah; ; ; ; ; ; ; ; ; ; ; 
2014;63;37,8;3;Caleb Martin ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2014;40;24;1;Craig Victor ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
2014;97;58,2;4;Devin Mitchell ; ;0;6; ;5;Georgia State University; ; ; ; ; ; ; ; ; ; ; 
2014;53;31,8;2;Dion Wiley ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
2014;74;44,4;3;Dominic Magee ; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2014;22;13,2;1;Dwayne Morgan ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2014;56;33,6;2;Elbert Robinson ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
2014;71;42,6;3;Elijah Stewart ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2014;32;19,2;1;Goodluck Okonoboh ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2014;28;16,8;1;Isaac Copeland ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2014;82;49,2;4;Isaac Haas ; ;0;6; ;5;Purdue University; ; ; ; ; ; ; ; ; ; ; 
2014;54;32,4;2;Jae'Sean Tate ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2014;50;30;2;Jakeenan Gant ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2014;76;45,6;3;Jalen Lindsey ; ;0;6; ;5;Providence College; ; ; ; ; ; ; ; ; ; ; 
2014;21;12,6;1;James Blackmon ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
2014;30;18;1;JaQuan Lyle ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2014;43;25,8;2;JaQuan Newton ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2014;86;51,6;4;Jared Nickens ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
2014;67;40,2;3;Jaylen Johnson ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2014;88;52,8;4;Joe Burton ; ;0;6; ;5;Oklahoma State University; ; ; ; ; ; ; ; ; ; ; 
2014;26;15,6;1;Joel Berry ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2014;84;50,4;4;Jordan Barnett ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2014;41;24,6;2;Jordan McLaughlin ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2014;60;36;2;Josh Perkins ; ;0;6; ;5;Gonzaga University; ; ; ; ; ; ; ; ; ; ; 
2014;87;52,2;4;Justin Bibbs ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2014;52;31,2;2;Kaleb Joseph ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2014;27;16,2;1;Kameron Chatman ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
2014;62;37,2;3;L.J. Peak ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2014;46;27,6;2;Leron Black ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2014;78;46,8;3;Lourawls Nairn ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2014;94;56,4;4;Makinde London ; ;0;6; ;5;Xavier University; ; ; ; ; ; ; ; ; ; ; 
